sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,start_period,maximum_magnitude,strategy_PFLO_NDC,strategy_PFLO_NDC2,strategy_PFLO_NZ,year
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.04186046511627907,2031
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.05232558139534884,2032
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.06279069767441861,2033
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.07325581395348837,2034
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.08372093023255814,2035
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.09418604651162792,2036
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.10465116279069768,2037
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.11511627906976744,2038
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.12558139534883722,2039
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.13604651162790699,2040
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.14651162790697675,2041
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.1569767441860465,2042
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.16744186046511628,2043
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.17790697674418604,2044
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.18837209302325583,2045
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.1988372093023256,2046
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.20930232558139536,2047
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.21976744186046512,2048
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.2302325581395349,2049
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.24069767441860462,2050
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.25116279069767444,2051
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.2616279069767442,2052
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.27209302325581397,2053
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.28255813953488373,2054
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.2930232558139535,2055
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.30348837209302326,2056
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.313953488372093,2057
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.3244186046511628,2058
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.33488372093023255,2059
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.3453488372093024,2060
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.3558139534883721,2061
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.36627906976744184,2062
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.37674418604651166,2063
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.3872093023255814,2064
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.3976744186046512,2065
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.4081395348837209,2066
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.4186046511627907,2067
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.4290697674418605,2068
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.43953488372093025,2069
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,12,0.0,0.0,0.0,0.45,2070
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2015
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2016
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2017
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2018
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2019
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2020
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2021
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2022
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2023
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2024
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2025
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2026
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.0,2027
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.011627906976744186,2028
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.023255813953488372,2029
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.03488372093023256,2030
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.046511627906976744,2031
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.05813953488372093,2032
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.06976744186046512,2033
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.08139534883720931,2034
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.09302325581395349,2035
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.10465116279069768,2036
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.11627906976744186,2037
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.12790697674418605,2038
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.13953488372093023,2039
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.1511627906976744,2040
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.16279069767441862,2041
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.1744186046511628,2042
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.18604651162790697,2043
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.19767441860465115,2044
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.20930232558139536,2045
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.22093023255813954,2046
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.23255813953488372,2047
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.2441860465116279,2048
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.2558139534883721,2049
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.26744186046511625,2050
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.27906976744186046,2051
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.29069767441860467,2052
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.3023255813953488,2053
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.313953488372093,2054
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.32558139534883723,2055
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.3372093023255814,2056
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.3488372093023256,2057
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.36046511627906974,2058
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.37209302325581395,2059
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.38372093023255816,2060
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.3953488372093023,2061
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.4069767441860465,2062
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.4186046511627907,2063
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.43023255813953487,2064
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.4418604651162791,2065
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.45348837209302323,2066
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.46511627906976744,2067
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.47674418604651164,2068
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.4883720930232558,2069
AFOLU,AGRC,TFR:AGRC:DEC_EXPORTS,AGRC: Decrease Exports,Decrease agricultural exports by 50% (relative to final time period),Fractional reduction in agricultural exports,12,0.0,0.0,0.0,0.5,2070
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,12,0.0,0.0,0.0,0.0,2015
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,12,0.0,0.0,0.0,0.0,2016
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,12,0.0,0.0,0.0,0.0,2017
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,12,0.0,0.0,0.0,0.0,2018
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,12,0.0,0.0,0.0,0.0,2019
